0,1,2,3
"Don't be fooled by PN's propaganda, say Bung Moktar",KUALA LUMPUR: Datuk Seri Bung Moktar Radin has told youths not to be trapped in the propaganda brought by Perikatan Nasional during ceramah on the campaign trail during the state elections.,2023-07-31,Politics
Azalina to Tuan Ibrahim: Did you miss the boat?,SEREMBAN: Datuk Seri Azalina Othman Said has taken a swipe at Datuk Seri Tuan Ibrahim Tuan Man over calls made by the latter for the Malaysian Anti-Corruption Commission (MACC) to introduce clear guidelines of what constituted bribery in an election.,2023-07-31,Politics
Kelantan Umno lists five potential candidates for menteri besar's post,KOTA BARU: Kelantan Umno has listed five names of potential candidates for the menteri besar's post if the party manages to capture the state from Pas in the impending election.,2023-07-31,Politics
"I am ready to be expelled, says Jerlun Bersatu chief who is contesting as indie candidate",JERLUN: Bersatu division chief Abdul Ramli is prepared to be expelled by the party for standing as an independent candidate for Kota Siputeh seat in the 15th state election. ,2023-07-31,Politics
Putatan MP accepts Umno leadership's decision over his membership,KOTA KINABALU: Putatan member of parliament and Tanjung Keramat assemblyman Datuk Shahelmey Yahya accepts the Umno party leadership’s action on his membership. ,2023-07-31,Politics
Putatan MP accepts Umno leadership's decision over his membership,KOTA KINABALU: Putatan member of parliament and Tanjung Keramat assemblyman Datuk Shahelmey Yahya accepts the Umno party leadership’s action on his membership. ,2023-07-31,Politics
Muhyiddin: Allah issue shows unity govt run by non-Malays,KUALA LUMPUR: Perikatan Nasional president Tan Sri Muhyiddin Yassin has alleged that the “Allah” issue demonstrated that non-Malays were running the unity government.,2023-07-31,Politics
Pas imposes gag order on members regarding internal affairs discussion,"KUALA LUMPUR: PAS has prohibited all its members from making any public statements regarding the party's internal affairs in any form, be it through media, video, or audio.",2023-07-31,Politics
Dr Chua: MCA needs to wake up and strengthen itself,"JOHOR BARU: The MCA needs to wake up, strengthen itself and have innovative ideas for it to stay relevant, its former president Tan Sri Dr Chua Soi Lek said.",2023-07-31,Politics
Khizri: The pressure is on Sanusi,"Four months ago, Datuk Muhamad Khizri Abu Kassim sent shockwaves among Sik Umno members when he announced his intention to run for the division chief post in the party polls.",2023-07-31,Politics
"Pas is not being used by Gerakan, says Tuan Ibrahim",SEREMBAN: Pas has dismissed claims suggesting that the Islamist party is being used by Gerakan for the state election in Penang.,2023-07-31,Politics
Altimet not out to seek fame through politics,"KUALA LUMPUR: Lembah Jaya state seat candidate Syed Ahmad Syed Abdul Rahman Alhadad, 45, better known as Altimet, does not want people to doubt his strong desire to go from rapper to rep of the people.",2023-07-30,Politics
Selangor voters can't view state election as experiment,SHAH ALAM: Selangor Barisan Nasional (BN) has advised voters in the state to make the wise choice in choosing candidates from parties aligned to the unity government during the state election.,2023-07-30,Politics
"Polls: Baddrol vows to prove critics wrong, Firdaus banking on extensive experience",KUALA KEDAH: Former Kedah football squad captain Baddrol Bakhtiar is determined to prove all his doubters wrong and that he has made the right decision by jumping into politics. ,2023-07-30,Politics
"Kedah Pas chief: Party to decide on two indie candidates, admits party members hurt by broken promise",ALOR STAR: The Pas leadership will decide on the fate of two party members in Langkawi who are contesting for Ayer Hangat and Kuah seats as independent candidates. ,2023-07-30,Politics
Chow downplays small crowd at PH's first ceramah last night,GEORGE TOWN: Caretaker Chief Minister Chow Kon Yeow has downplayed the unencouraging presence of people at Pakatan Harapan’s first ceramah at the Penang Chinese Town Hall here yesterday.,2023-07-30,Politics
MIC denies telling members not to support PH in state polls,KUALA LUMPUR: MIC denies reports that it has told its members not to support and help Pakatan Harapan (PH) candidates in the state elections.,2023-07-30,Politics
"State polls: Azmin will lose anywhere he contests, says PKR's Rodziah",KUALA LUMPUR: Datuk Seri Mohamed Azmin Ali is a ‘sore loser’ who will lose wherever he contests. ,2023-07-30,Politics
"Experts: State elections unlikely to affect unity govt, but will reflect voter sentiment",KUALA LUMPUR: Experts are divided about what the outcome of the six state elections will mean for the unity government.,2023-07-30,Politics
"State polls: Students' involvement not monitored, says minister",KUALA NERUS: The Higher Education Ministry will not monitor students’ involvement in political activities for the state elections and the Kuala Terengganu parliamentary by-election.,2023-07-30,Politics
Polls: Ahmad Faizal admits dispute over Bayan Lepas seat,IPOH: Parti Pribumi Bersatu Malaysia (Bersatu) admits that there had been some dispute over the decision to nominate Perikatan Nasional (PN) deputy chairman Datuk Dr Dominic Lau as the candidate for the Bayan Lepas seat in the Penang state election. ,2023-07-30,Politics
"Umno will deal with Putatan MP's membership internally, says Zahid","KOTA KINABALU: Umno will use internal approach to handle the status of Putatan member of parliament (MP) Datuk Shahelmey Yahya, who chose to side with Gabungan Rakyat Sabah (GRS) in the Kinabalu Move earlier this year.",2023-07-30,Politics
"No such thing as sure win for party head, says Gerakan's Dominic Lau",GEORGE TOWN: There is no such thing as a sure win for the president or chairman of any political party in all general or state elections.,2023-07-30,Politics
State polls: Johari Abdul's son vows to continue 'service politics' formula,SUNGAI PETANI: Pakatan Harapan’s candidate for the Gurun state seat Mohammed Firdaus Johari will continue on with his “service politics” formula to help the people should he be given the mandate in the state election.,2023-07-30,Politics
Neither here nor there for Gerakan,"GEORGE TOWN: Analysts said it is unlikely for Gerakan to win any seats, especially in Penang in the state election.",2023-07-30,Politics
Neither here nor there for Gerakan,"GEORGE TOWN: Analysts said it is unlikely for Gerakan to win any seats, especially in Penang in the state election.",2023-07-30,Politics
Gerakan president told to step down if he fails to win Bayan Lepas seat,GEORGE TOWN: Gerakan president Datuk Dominic Lau’s decision to contest in the Bayan Lepas state seat in the state election has not only irked Pas but his own party as well.,2023-07-30,Politics
"Bersatu Ayer Hangat candidate has faith on Pas' 'wala' principle, no issue being outsider",ALOR STAR: Perikatan Nasional (PN) candidate for Ayer Hangat is banking on Pas members’ ‘wala’ (loyalty to leaders) principle to secure support from the party members in Langkawi in the Aug 12 state election.,2023-07-30,Politics
What will happen to Azmin if he loses again?,"KUALA LUMPUR: The Selangor state election is considered the last chance for former Gombak Member of Parliament, Datuk Seri Mohamed Azmin Ali to prove his ability and whether he is still relevant in the nation's political arena.",2023-07-30,Politics
"Disagreement over candidates within PN only temporary, says Ahmad Faizal [NSTTV]","IPOH: The disagreement over the Perikatan Nasional (PN) candidates in the state elections is only temporary, its deputy chairman Datuk Seri Ahmad Faizal Azumu said. ",2023-07-30,Politics
'Why no action from MACC on Zahid's election speech?' - Tuan Ibrahim,KUALA LUMPUR: Pas expressed its disappointment with the Malaysian Anti-Corruption Commission (MACC) for not acting on an announcement by Deputy Prime Minister Datuk Seri Dr Ahmad Zahid Hamidi during his visit to the state recently. ,2023-07-30,Politics
"Aminuddin to Rafie: ""I wish him nothing but the best"" [NSTTV]",SEREMBAN: PKR said the decision by sacked party leader Datuk Dr Mohamad Rafie Ab Malek to stand as an independent candidate in the Ampangan state seat will not affect the support of the people towards the party in the state election.,2023-07-30,Politics
State polls: Father of PH's candidate for Sidam seat dies,SUNGAI PETANI: The father of Pakatan Harapan (PH) candidate for the Sidam state seat in Kedah Bau Wong Bau Ek died at 9pm yesterday.,2023-07-30,Politics
State polls: 'Discontent in PKR not widespread',"SEREMBAN: Prior to nomination day yesterday, observers had placed Negri Sembilan as the most predictable out of the six states in terms of the outcome of the Aug 12 state elections.",2023-07-30,Politics
"Enough with outsiders who 'got elected and then went missing', says Ayer Hangat indie candidate","ALOR STAR: Langkawi-born Zulfadli Mohd Yusoff, who decided to stand as an independent candidate for Ayer Hangat seat, insisted that he is not representing Pas despite being a staunch supporter of the party.",2023-07-30,Politics
Pas veep says not wrong for political parties to enter Orang Asli settlements to campaign,"KOTA BARU: Political parties can enter Orang Asli settlements to campaign for the upcoming state elections, said Pas vice president Datuk Mohd Amar Nik Abdullah.",2023-07-30,Politics
"Party president has final say on candidates, says Mohd Amar",KOTA BARU: The final decision on candidates to contest under Pas ticket in the upcoming state elections lies with the Pas president Tan Sri Abdul Hadi Awang.,2023-07-30,Politics
"Turned down by Sanusi, Rafizi dares Bachok MP to televised debate",KUALA LUMPUR: Rafizi Ramli has now challenged Bachok member of Parliament Mohd Syahir Che Sulaiman to a live televised debate on ways to develop the economy of the country.,2023-07-30,Politics
"Not about being vocal but about bringing in new faces, Rafizi tells Mohamad Rafie",SEREMBAN: Rafizi Ramli has refuted Datuk Dr Mohamad Rafie Ab Malek's accusations that he was dropped from contesting the Ampangan state seat because he was critical towards the PKR top leadership.,2023-07-30,Politics
"Anwar: Unity govt strong, stable and not threatened","SHAH ALAM: Prime Minister Datuk Seri Anwar Ibrahim assured that the unity government which is a coalition of 19 parties was currently strong, stable and difficult to be toppled.",2023-07-30,Politics
Anwar slams Muhyiddin's RM38 million spending on repair works at PM official residence,"KUALA LUMPUR: Last night, Prime Minister Datuk Seri Anwar Ibrahim took a swipe at Tan Sri Muhyiddin Yassin by saying the latter's priorities were distorted when he was the prime minister.",2023-07-30,Politics
Battle of the `Super State': Amirudin Shari fires back at Bersatu leader,"SHAH ALAM: Datuk Seri Amirudin Shari has lambasted a Parti Pribumi Bersatu Malaysia (Bersatu) leader over claims that the opposition party could develop Selangor as a ""super state"" should they win the state elections. ",2023-07-30,Politics
Anwar's bold challenge: No-confidence vote in just 3 days,SHAH ALAM: Prime Minister Datuk Seri Anwar Ibrahim said he is willing to cut the tabling of the motion period from two weeks to three days if the opposition party has enough votes to table a no-confidence vote. ,2023-07-30,Politics
